timestamp,network_element_id,technology,region,throughput_mbps,availability_pct,utilization_pct,latency_ms,rtwp_dbm,handover_success_rate_pct,call_drop_rate_pct,rach_success_rate_pct
2025-01-01 01:15:00,SITE_F,4G,South,27.65,99.663,33.01,19.14,-106.53,96.598,0.237,98.219
2025-01-01 01:15:00,SITE_G,4G,West,37.3,99.229,36.92,14.68,-105.13,96.894,0.335,98.219
2025-01-01 01:15:00,SITE_H,4G,East,31.7,99.385,38.02,16.85,-103.33,96.935,0.453,98.777
2025-01-01 01:15:00,SITE_I,5G,North,77.64,99.261,36.73,17.59,-104.26,97.198,0.409,98.138
2025-01-01 01:15:00,SITE_J,4G,South,41.84,99.576,36.01,17.18,-105.98,97.284,0.439,98.032
2025-01-01 01:15:00,SITE_K,4G,West,37.45,100.0,37.61,17.35,-102.6,97.296,0.196,97.797
2025-01-01 01:15:00,SITE_L,4G,East,26.65,99.395,35.06,21.35,-104.35,97.39,0.483,97.316
2025-01-01 01:30:00,SITE_A,4G,South,37.18,99.731,30.56,20.29,-104.32,97.292,0.463,99.108
2025-01-01 01:30:00,SITE_B,4G,South,36.91,99.574,33.62,16.3,-103.34,97.072,0.407,98.009
2025-01-01 01:30:00,SITE_C,5G,North,92.39,99.6,38.11,16.98,-105.54,97.011,0.356,98.351
2025-01-01 01:30:00,SITE_D,4G,South,39.78,99.223,37.61,20.71,-104.17,98.438,0.323,97.702
2025-01-01 01:30:00,SITE_E,4G,West,27.11,99.949,36.96,17.89,-104.44,96.937,0.645,98.252
2025-01-01 01:30:00,SITE_F,4G,South,36.55,99.718,36.44,18.45,-106.58,97.736,0.588,98.738
2025-01-01 01:30:00,SITE_G,4G,West,43.97,99.347,32.03,17.75,-104.89,98.047,0.231,98.812
2025-01-01 01:30:00,SITE_H,4G,East,35.21,99.372,31.96,14.69,-103.35,97.537,0.271,97.682
2025-01-01 01:30:00,SITE_I,5G,North,88.32,100.0,34.22,14.99,-105.49,97.364,0.13,98.178
2025-01-01 01:30:00,SITE_J,4G,South,34.85,99.709,40.55,20.25,-105.54,96.947,0.657,98.224
2025-01-01 01:30:00,SITE_K,4G,West,36.07,99.493,35.59,17.71,-106.15,97.227,0.397,97.983
2025-01-01 01:30:00,SITE_L,4G,East,32.44,99.532,34.24,21.01,-110.3,98.046,0.525,97.371
2025-01-01 01:45:00,SITE_A,4G,South,34.29,99.389,30.78,16.44,-107.22,98.376,0.494,98.709
2025-01-01 01:45:00,SITE_B,4G,South,39.61,99.161,33.43,18.98,-107.44,97.856,0.376,98.05
2025-01-01 01:45:00,SITE_C,5G,North,93.55,99.633,33.92,20.32,-107.16,97.808,0.459,98.076
2025-01-01 01:45:00,SITE_D,4G,South,37.63,99.125,37.77,17.63,-106.05,98.025,0.33,97.637
2025-01-01 01:45:00,SITE_E,4G,West,28.22,99.682,31.16,21.51,-109.16,98.348,0.421,98.161
2025-01-01 01:45:00,SITE_F,4G,South,33.28,99.62,34.89,20.21,-104.77,97.575,0.364,98.177
2025-01-01 01:45:00,SITE_G,4G,West,37.54,98.987,30.96,19.49,-104.66,97.408,0.402,98.339
2025-01-01 01:45:00,SITE_H,4G,East,33.3,99.267,35.59,16.04,-104.18,96.649,0.503,98.389
2025-01-01 01:45:00,SITE_I,5G,North,91.28,99.795,40.0,20.03,-108.68,96.86,0.338,98.21
2025-01-01 01:45:00,SITE_J,4G,South,38.59,99.282,35.56,16.49,-106.22,96.797,0.308,97.659
2025-01-01 01:45:00,SITE_K,4G,West,31.12,99.816,32.15,23.26,-104.01,97.592,0.314,98.48
2025-01-01 01:45:00,SITE_L,4G,East,33.12,99.537,42.68,17.81,-102.7,97.148,0.397,98.908
2025-01-01 02:00:00,SITE_A,4G,South,32.87,100.0,37.12,16.88,-103.74,97.986,0.462,97.572
2025-01-01 02:00:00,SITE_B,4G,South,32.36,99.426,34.78,19.24,-104.64,96.832,0.438,98.444
2025-01-01 02:00:00,SITE_C,5G,North,92.8,99.824,37.5,18.92,-105.14,96.67,0.443,98.283
2025-01-01 02:00:00,SITE_D,4G,South,37.36,99.117,31.76,20.11,-105.08,97.841,0.403,98.212
2025-01-01 02:00:00,SITE_E,4G,West,40.69,99.345,35.29,17.08,-105.87,97.345,0.422,98.009
2025-01-01 02:00:00,SITE_F,4G,South,42.28,99.232,34.44,17.12,-102.11,97.598,0.503,97.606
2025-01-01 02:00:00,SITE_G,4G,West,37.34,99.767,35.25,20.13,-106.03,98.205,0.63,98.055
2025-01-01 02:00:00,SITE_H,4G,East,33.77,99.936,39.74,16.95,-105.84,97.359,0.266,97.833
2025-01-01 02:00:00,SITE_I,5G,North,84.98,99.27,34.9,18.47,-101.9,97.001,0.498,98.114
2025-01-01 02:00:00,SITE_J,4G,South,35.75,99.702,31.63,18.76,-104.67,97.746,0.429,99.182
2025-01-01 02:00:00,SITE_K,4G,West,32.81,99.341,33.13,16.89,-106.27,98.095,0.542,97.972
2025-01-01 02:00:00,SITE_L,4G,East,31.84,99.641,33.34,19.27,-104.59,96.742,0.555,98.918
2025-01-01 02:15:00,SITE_A,4G,South,32.94,99.384,35.86,18.67,-103.68,98.505,0.382,97.881
2025-01-01 02:15:00,SITE_B,4G,South,29.1,99.281,34.9,21.59,-106.04,97.612,0.398,98.675
2025-01-01 02:15:00,SITE_C,5G,North,102.63,99.341,33.53,20.09,-103.64,98.423,0.458,98.056
2025-01-01 02:15:00,SITE_D,4G,South,38.95,99.833,37.46,19.01,-102.87,98.085,0.538,98.459
2025-01-01 02:15:00,SITE_E,4G,West,35.16,99.544,38.62,16.37,-104.26,97.303,0.403,98.711
2025-01-01 02:15:00,SITE_F,4G,South,36.96,99.514,30.92,19.49,-103.71,98.582,0.369,98.288
2025-01-01 02:15:00,SITE_G,4G,West,37.25,99.973,34.71,18.56,-103.78,97.593,0.355,98.278
2025-01-01 02:15:00,SITE_H,4G,East,41.37,99.192,35.4,16.6,-102.61,96.738,0.344,98.351
2025-01-01 02:15:00,SITE_I,5G,North,97.83,99.48,33.33,21.76,-107.9,96.401,0.444,97.999
2025-01-01 02:15:00,SITE_J,4G,South,30.89,99.713,35.73,16.87,-107.56,97.936,0.465,98.16
2025-01-01 02:15:00,SITE_K,4G,West,45.23,99.179,30.42,16.62,-105.09,97.622,0.376,98.341
2025-01-01 02:15:00,SITE_L,4G,East,29.74,99.933,34.75,20.23,-104.31,97.728,0.457,98.379
2025-01-01 02:30:00,SITE_A,4G,South,39.21,99.899,35.59,19.42,-105.18,98.22,0.332,98.92
2025-01-01 02:30:00,SITE_B,4G,South,35.8,99.071,35.38,16.64,-103.32,97.174,0.355,97.444
2025-01-01 02:30:00,SITE_C,5G,North,87.74,98.773,30.25,19.52,-103.43,97.713,0.303,98.181
2025-01-01 02:30:00,SITE_D,4G,South,35.98,99.152,39.51,19.75,-105.44,97.513,0.421,97.383
2025-01-01 02:30:00,SITE_E,4G,West,34.76,99.295,32.0,17.44,-101.4,97.82,0.343,98.429
2025-01-01 02:30:00,SITE_F,4G,South,43.0,99.777,35.18,16.71,-103.6,97.697,0.49,98.454
2025-01-01 02:30:00,SITE_G,4G,West,41.25,99.339,38.95,18.4,-100.85,97.155,0.574,98.279
2025-01-01 02:30:00,SITE_H,4G,East,32.74,99.355,34.04,18.85,-103.95,97.213,0.398,99.057
2025-01-01 02:30:00,SITE_I,5G,North,98.64,99.631,35.11,18.24,-103.77,96.989,0.374,97.533
2025-01-01 02:30:00,SITE_J,4G,South,38.0,99.694,33.55,21.15,-107.45,96.768,0.422,98.619
2025-01-01 02:30:00,SITE_K,4G,West,44.42,99.362,38.24,17.92,-105.35,97.942,0.465,97.569
2025-01-01 02:30:00,SITE_L,4G,East,43.38,99.914,33.12,18.79,-104.01,97.63,0.345,97.931
2025-01-01 02:45:00,SITE_A,4G,South,35.87,99.852,36.63,17.26,-103.46,96.076,0.515,97.504
2025-01-01 02:45:00,SITE_B,4G,South,34.19,99.164,31.12,20.32,-105.94,97.673,0.395,98.391
2025-01-01 02:45:00,SITE_C,5G,North,90.38,99.115,37.99,17.01,-108.11,97.286,0.55,98.54
2025-01-01 02:45:00,SITE_D,4G,South,34.26,99.395,34.04,22.15,-104.24,97.715,0.503,98.296
2025-01-01 02:45:00,SITE_E,4G,West,34.7,99.441,34.79,17.93,-103.54,97.526,0.473,98.168
2025-01-01 02:45:00,SITE_F,4G,South,36.39,98.901,37.75,18.69,-103.0,96.052,0.609,98.144
2025-01-01 02:45:00,SITE_G,4G,West,41.54,99.188,36.84,15.89,-106.25,98.457,0.381,98.287
2025-01-01 02:45:00,SITE_H,4G,East,40.35,99.649,35.45,18.73,-100.19,97.471,0.42,98.62
2025-01-01 02:45:00,SITE_I,5G,North,95.53,99.856,36.92,15.71,-101.73,96.927,0.43,97.898
2025-01-01 02:45:00,SITE_J,4G,South,35.68,99.599,35.96,18.84,-101.77,97.727,0.376,98.586
2025-01-01 02:45:00,SITE_K,4G,West,41.95,99.132,36.79,19.4,-105.6,98.188,0.385,98.25
2025-01-01 02:45:00,SITE_L,4G,East,35.13,99.505,31.71,15.12,-101.81,97.077,0.301,97.339
2025-01-01 03:00:00,SITE_A,4G,South,32.81,99.103,39.93,20.02,-106.38,98.626,0.498,98.07
2025-01-01 03:00:00,SITE_B,4G,South,23.5,100.0,30.83,14.71,-102.95,98.72,0.538,98.426
2025-01-01 03:00:00,SITE_C,5G,North,92.97,99.756,37.28,18.56,-104.79,97.469,0.325,98.088
2025-01-01 03:00:00,SITE_D,4G,South,27.54,99.47,32.03,15.79,-104.64,98.196,0.492,97.572
2025-01-01 03:00:00,SITE_E,4G,West,31.05,99.782,32.05,17.55,-103.9,97.016,0.411,97.666
2025-01-01 03:00:00,SITE_F,4G,South,32.99,99.596,30.22,18.88,-105.04,97.776,0.422,98.746
2025-01-01 03:00:00,SITE_G,4G,West,36.63,99.371,35.37,19.09,-104.9,97.52,0.33,97.935
2025-01-01 03:00:00,SITE_H,4G,East,28.99,100.0,31.27,16.61,-106.44,97.947,0.371,98.699
2025-01-01 03:00:00,SITE_I,5G,North,86.63,99.584,32.49,22.29,-107.38,97.655,0.463,98.366
2025-01-01 03:00:00,SITE_J,4G,South,35.07,99.461,35.13,17.71,-103.07,98.605,0.344,97.652
2025-01-01 03:00:00,SITE_K,4G,West,35.56,100.0,32.59,21.28,-101.64,97.223,0.457,98.851
2025-01-01 03:00:00,SITE_L,4G,East,34.1,99.439,33.25,15.97,-106.3,96.888,0.403,97.892
2025-01-01 03:15:00,SITE_A,4G,South,37.17,99.033,35.99,19.67,-108.99,97.687,0.523,97.716
2025-01-01 03:15:00,SITE_B,4G,South,44.36,99.626,32.88,17.89,-103.88,97.538,0.454,97.832
2025-01-01 03:15:00,SITE_C,5G,North,90.85,99.076,34.67,16.19,-106.47,98.118,0.509,98.444
2025-01-01 03:15:00,SITE_D,4G,South,30.54,99.405,38.64,18.28,-100.36,97.697,0.419,98.076
2025-01-01 03:15:00,SITE_E,4G,West,36.67,99.454,37.12,19.91,-106.57,96.834,0.216,98.403
2025-01-01 03:15:00,SITE_F,4G,South,30.48,98.854,36.17,22.99,-105.01,97.919,0.408,98.16
2025-01-01 03:15:00,SITE_G,4G,West,40.6,99.413,35.8,18.64,-106.34,97.996,0.383,97.898
2025-01-01 03:15:00,SITE_H,4G,East,38.68,99.23,35.08,17.98,-102.83,97.737,0.397,98.527
2025-01-01 03:15:00,SITE_I,5G,North,96.95,99.667,35.03,15.38,-107.13,97.347,0.339,98.125
2025-01-01 03:15:00,SITE_J,4G,South,36.28,99.659,34.79,18.97,-104.87,96.512,0.306,98.142
2025-01-01 03:15:00,SITE_K,4G,West,29.95,99.68,39.59,20.44,-105.43,98.245,0.415,98.065
2025-01-01 03:15:00,SITE_L,4G,East,32.93,99.409,33.84,18.34,-104.68,97.502,0.444,98.676
2025-01-01 03:30:00,SITE_A,4G,South,40.75,99.055,27.34,19.87,-107.73,97.388,0.283,97.479
2025-01-01 03:30:00,SITE_B,4G,South,38.71,99.728,33.27,12.82,-106.09,97.696,0.252,98.273
2025-01-01 03:30:00,SITE_C,5G,North,89.92,99.674,35.36,16.05,-102.61,97.421,0.397,97.827
2025-01-01 03:30:00,SITE_D,4G,South,33.78,99.235,34.48,21.42,-107.74,96.693,0.547,98.116
2025-01-01 03:30:00,SITE_E,4G,West,32.65,99.812,33.18,21.65,-103.64,97.256,0.616,97.958
2025-01-01 03:30:00,SITE_F,4G,South,39.71,99.59,38.91,21.12,-104.94,97.123,0.446,97.929
2025-01-01 03:30:00,SITE_G,4G,West,46.07,99.541,33.9,18.37,-107.69,97.014,0.52,97.937
2025-01-01 03:30:00,SITE_H,4G,East,30.77,99.661,38.56,19.44,-103.01,97.122,0.258,98.801
2025-01-01 03:30:00,SITE_I,5G,North,88.39,99.425,38.98,19.11,-104.09,98.583,0.336,98.571
2025-01-01 03:30:00,SITE_J,4G,South,36.29,99.581,39.59,19.02,-103.92,98.036,0.364,97.864
2025-01-01 03:30:00,SITE_K,4G,West,30.78,98.91,41.17,15.79,-105.44,97.362,0.431,98.526
2025-01-01 03:30:00,SITE_L,4G,East,40.3,99.325,34.5,18.57,-105.5,98.304,0.449,98.494
2025-01-01 03:45:00,SITE_A,4G,South,39.31,99.852,35.54,15.41,-104.2,97.174,0.347,98.435
2025-01-01 03:45:00,SITE_B,4G,South,42.19,99.506,35.93,21.4,-104.52,98.801,0.457,97.496
2025-01-01 03:45:00,SITE_C,5G,North,93.77,99.614,38.87,19.35,-105.28,96.888,0.379,97.86
2025-01-01 03:45:00,SITE_D,4G,South,33.1,99.677,40.01,18.79,-107.39,97.722,0.52,97.956
2025-01-01 03:45:00,SITE_E,4G,West,35.33,99.504,32.65,19.3,-105.24,97.71,0.311,98.025
2025-01-01 03:45:00,SITE_F,4G,South,39.61,99.388,40.18,17.2,-104.55,97.966,0.258,97.496
2025-01-01 03:45:00,SITE_G,4G,West,28.37,99.879,33.34,23.12,-106.13,97.592,0.554,99.002
2025-01-01 03:45:00,SITE_H,4G,East,46.31,99.863,38.07,19.19,-103.44,97.224,0.318,98.199
2025-01-01 03:45:00,SITE_I,5G,North,89.15,99.364,37.09,19.91,-104.82,98.239,0.286,98.123
2025-01-01 03:45:00,SITE_J,4G,South,32.42,98.94,34.75,17.76,-101.97,97.815,0.298,98.942
2025-01-01 03:45:00,SITE_K,4G,West,42.11,99.675,34.32,16.08,-105.74,98.044,0.588,98.817
2025-01-01 03:45:00,SITE_L,4G,East,33.56,99.164,35.42,14.46,-104.35,97.426,0.353,97.562
2025-01-01 04:00:00,SITE_A,4G,South,38.57,99.34,31.49,12.26,-105.06,98.386,0.566,98.017
2025-01-01 04:00:00,SITE_B,4G,South,32.99,99.641,32.0,18.6,-103.47,98.113,0.39,98.119
2025-01-01 04:00:00,SITE_C,5G,North,85.61,99.252,34.32,18.73,-103.17,97.098,0.549,98.092
2025-01-01 04:00:00,SITE_D,4G,South,35.89,99.276,27.73,19.77,-103.53,97.359,0.407,98.406
2025-01-01 04:00:00,SITE_E,4G,West,28.19,99.341,37.38,15.49,-104.41,96.822,0.447,98.186
2025-01-01 04:00:00,SITE_F,4G,South,27.92,99.849,32.8,16.38,-104.6,98.074,0.298,98.225
2025-01-01 04:00:00,SITE_G,4G,West,38.14,99.708,35.53,17.27,-106.66,97.543,0.293,97.031
2025-01-01 04:00:00,SITE_H,4G,East,38.18,99.771,27.91,15.98,-103.76,98.529,0.402,97.909
2025-01-01 04:00:00,SITE_I,5G,North,89.09,99.912,33.06,16.4,-105.97,97.023,0.412,98.85
2025-01-01 04:00:00,SITE_J,4G,South,37.62,99.424,34.12,14.87,-103.23,97.461,0.382,99.477
2025-01-01 04:00:00,SITE_K,4G,West,37.49,99.274,33.72,20.3,-104.77,96.781,0.492,97.933
2025-01-01 04:00:00,SITE_L,4G,East,45.37,99.824,33.66,20.56,-104.86,97.926,0.448,97.861
2025-01-01 04:15:00,SITE_A,4G,South,32.78,99.809,34.0,17.19,-106.91,97.712,0.606,97.773
2025-01-01 04:15:00,SITE_B,4G,South,36.12,99.924,34.76,18.9,-107.12,97.714,0.381,98.594
2025-01-01 04:15:00,SITE_C,5G,North,95.94,100.0,36.74,18.65,-104.61,97.323,0.434,98.082
2025-01-01 04:15:00,SITE_D,4G,South,36.84,99.895,31.98,20.28,-102.37,97.441,0.188,97.957
2025-01-01 04:15:00,SITE_E,4G,West,42.48,99.493,32.0,16.99,-103.32,97.773,0.376,98.053
2025-01-01 04:15:00,SITE_F,4G,South,34.04,99.223,39.85,17.36,-102.57,98.261,0.5,98.027
2025-01-01 04:15:00,SITE_G,4G,West,38.02,99.493,32.29,18.65,-107.36,98.094,0.354,98.28
2025-01-01 04:15:00,SITE_H,4G,East,37.42,99.422,36.76,17.05,-103.26,96.827,0.413,98.976
2025-01-01 04:15:00,SITE_I,5G,North,85.0,99.297,36.54,18.36,-104.3,97.745,0.463,98.644
2025-01-01 04:15:00,SITE_J,4G,South,38.05,99.428,37.02,21.8,-105.27,97.013,0.511,98.152
2025-01-01 04:15:00,SITE_K,4G,West,25.14,99.754,33.39,17.82,-104.34,97.595,0.471,98.026
2025-01-01 04:15:00,SITE_L,4G,East,38.57,99.422,37.22,19.23,-106.87,98.043,0.346,98.523
2025-01-01 04:30:00,SITE_A,4G,South,37.84,100.0,34.33,17.3,-105.04,97.348,0.48,97.553
2025-01-01 04:30:00,SITE_B,4G,South,30.73,99.18,37.85,21.42,-105.21,97.416,0.407,98.665
2025-01-01 04:30:00,SITE_C,5G,North,85.36,99.572,37.93,19.0,-104.62,98.001,0.13,98.471
2025-01-01 04:30:00,SITE_D,4G,South,32.73,98.951,36.53,20.75,-105.27,97.976,0.561,98.726
2025-01-01 04:30:00,SITE_E,4G,West,44.2,99.723,35.23,14.8,-105.49,97.078,0.617,98.13
2025-01-01 04:30:00,SITE_F,4G,South,36.62,99.665,35.13,21.39,-106.25,97.597,0.326,97.672
2025-01-01 04:30:00,SITE_G,4G,West,32.94,99.489,33.71,16.62,-107.81,97.458,0.25,98.504
2025-01-01 04:30:00,SITE_H,4G,East,36.41,99.063,34.07,16.5,-104.36,98.17,0.212,98.246
2025-01-01 04:30:00,SITE_I,5G,North,89.2,99.701,35.64,16.5,-105.64,97.102,0.508,98.209
2025-01-01 04:30:00,SITE_J,4G,South,45.51,99.482,32.87,14.97,-108.61,96.708,0.427,98.403
2025-01-01 04:30:00,SITE_K,4G,West,28.09,99.769,33.55,18.29,-101.78,97.948,0.373,97.844
2025-01-01 04:30:00,SITE_L,4G,East,25.24,99.284,34.37,16.03,-105.26,97.538,0.378,97.94
2025-01-01 04:45:00,SITE_A,4G,South,36.84,99.633,31.73,20.82,-105.2,97.509,0.471,98.293
2025-01-01 04:45:00,SITE_B,4G,South,40.77,99.586,33.16,18.72,-107.29,97.554,0.397,98.117
2025-01-01 04:45:00,SITE_C,5G,North,89.36,98.935,33.35,18.19,-104.68,96.986,0.527,97.854
2025-01-01 04:45:00,SITE_D,4G,South,40.85,99.628,33.06,21.55,-107.39,97.96,0.5,97.932
2025-01-01 04:45:00,SITE_E,4G,West,42.96,99.425,35.87,18.52,-105.27,97.905,0.479,97.501
2025-01-01 04:45:00,SITE_F,4G,South,42.52,99.001,38.1,20.25,-107.18,97.295,0.289,98.114
2025-01-01 04:45:00,SITE_G,4G,West,34.46,99.734,38.93,20.79,-106.12,97.395,0.232,97.878
2025-01-01 04:45:00,SITE_H,4G,East,40.82,99.985,31.3,16.82,-105.05,97.64,0.319,98.37
2025-01-01 04:45:00,SITE_I,5G,North,87.63,99.496,36.64,18.01,-105.87,97.445,0.391,98.052
2025-01-01 04:45:00,SITE_J,4G,South,34.71,99.98,36.68,17.41,-103.61,97.333,0.517,98.348
2025-01-01 04:45:00,SITE_K,4G,West,35.46,99.634,30.29,15.75,-107.39,97.571,0.573,99.093
2025-01-01 04:45:00,SITE_L,4G,East,39.19,99.65,29.6,16.91,-106.58,97.19,0.383,98.011
2025-01-01 05:00:00,SITE_A,4G,South,26.1,99.724,31.78,18.48,-100.85,97.04,0.147,98.086
2025-01-01 05:00:00,SITE_B,4G,South,41.5,100.0,31.31,18.99,-105.93,97.447,0.664,97.599
